ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,OpenTime,Picture,Position,ParkingPosition,City,SrcUpdateTime,UpdateTime
C1_315081200H_000006,峨眉湖,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖步道能完工要多虧當地仕紳余錦奎伯伯的無償提供，也因此這段步道設有一段「徐伯伯的橋」，橋下的3D彩繪溪流栩栩如生，宛如流水正汨汨而去，溪上還有油桐花、蓮花荷葉點綴。繼續沿著湖畔走，沿途琳瑯滿目的水岸植物彷彿生態教室，配合一旁的解說牌，讓遊客寓教於樂。另外，遊客也能發現水面一大片翠綠的布袋蓮，這景觀固然美麗，但也令人擔憂外來種植物對原生種的侵害，國人須以此為警惕，維護我們的自然環境。 走著走著便會看到另一個峨眉湖知名景點&mdash;&mdash;細茅埔吊橋，原先橫跨峨眉湖的吊橋有五座，方便附近居民往來，如今只剩下細茅埔吊橋連接十二寮休閒園區與富興老街。細茅埔吊橋橋身能承重五十人，橋塔有著桐花的裝飾，佇立其上兩邊都能欣賞湖上風光，隨著時間與天氣對湖面造成的變化，可謂有著千百種景致。,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖,886-3-5800116,315台灣新竹縣峨眉鄉湖光村,全天,"{'PictureUrl1': 'https://www.trimt-nsa.gov.tw/Content/Uploads/StrollArea/Detail/543a47a4-30e6-4165-8057-7ab0edb366d2_thumb.png', 'PictureDescription1': '峨眉湖'}","{'PositionLon': 120.98529815673828, 'PositionLat': 24.679859161376953, 'GeoHash': 'wsqh3hff9'}",{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000218,三聖宮,三聖宮主祀三恩主公，但仍以關聖帝君為主，左右配祀張司命帝君(灶君公)，呂純陽仙師(呂仙公)，因此三聖宮又別名聖帝廟。廟邊古木參天，寺廟建築宏偉，位處蓮華山古道的入口、地勢高亢，展望極佳，鳳山溪支流淌流廟前，依山傍水，鍾靈毓秀。河床寬闊平坦，可烤肉、戲水、抓蝦及露營。,886-3-5882153,新竹縣新埔鎮三聖路488號,新竹客運→新竹火車站搭往新埔。,未提供,{},"{'PositionLon': 121.0989990234375, 'PositionLat': 24.831300735473633, 'GeoHash': 'wsqj78msg'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000219,廣和宮,位於新竹縣新埔鎮中正路608號的新埔廣和宮，當地人稱為「王爺宮」，卻非奉祀五府千歲等王爺信仰，而主祀三山國王，因客家人稱三山國王為「王爺」。由於三山國王為客家人特有信仰，客家人移墾台灣後，也將這個信仰帶入台灣，因此廣和宮也是新埔地區客家人的信仰中心，更是當地遠近馳名的廟宇之一。廣和宮最大的特色，莫過於在建築上的「對場作」，這與屏東縣萬丹鄉的萬惠宮相同，就是以中軸線為界，左右木雕分別由兩組師傅施工，所以左右兩邊的吊筒、雀替、獅座都不太一樣，因此出自不同的師傅之手。,886-3-5885758,新竹縣新埔鎮中正路608號,1.北二高關西交流道下→循118縣道往新埔鎮市區方向即可抵。 2.北二高竹林交流道下→循120、115縣道至新埔→右轉118縣道續行即可抵逹。 3.中山高竹北交流道下→循120縣道左轉117縣道→右轉接118縣道往新埔鎮市區即可抵達。,未提供,{},"{'PositionLon': 121.07499694824219, 'PositionLat': 24.828100204467773, 'GeoHash': 'wsqj5pu45'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000220,新埔文昌祠,新埔文昌祠建於道光年間，是新竹縣三所文昌廟之一，光緒年間因老舊而重建，重建之祠，書房兼廟堂，更為新埔甚早即有文明氣質之代表建築。民國初年因文昌祠突然失火而付之一炬，於是再於民國八十四年，積極重建。文昌主祭文昌帝君、文魁帝君、朱衣神君、文衡聖帝與孚佑帝君五大帝，屬道教之多神主義。,886-3-5886578,新竹縣新埔鎮成功街202巷7號,從國道1號的 69-楊梅 號出口下交流道，走115縣道前往新埔鎮的成功街,未提供,{},"{'PositionLon': 121.07599639892578, 'PositionLat': 24.828699111938477, 'GeoHash': 'wsqj5puve'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000221,元和宮,元和宮位於關西坪林國小西側，已有百餘年歷史，宮內奉祀主神為三官大帝，配祀神尊為關聖帝君、神農大帝、文昌帝君、觀世音菩薩、天上聖母、註生娘娘。是坪林地區信眾之精神依歸，常為百姓帶來風調雨順的日子。廟前有一棵百年老榕樹，與廟與相互映下顯的更獨具意義。,886-3-5868892,新竹縣關西鎮坪林隧道29號,國道三號北二高關西交流道→接118號縣道往關西方向→正義路→接竹16線道→元和宮,未提供,{},"{'PositionLon': 121.13899993896484, 'PositionLat': 24.801799774169922, 'GeoHash': 'wsqjhe48z'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000222,關西太和宮,關西地區在漢人入墾之前，屬於原住民居棲之處。目前關西街區的墾拓約始於乾隆五十八年（1793）由泉州人陳智仁所組成的「連際盛」墾號，當時關西地區稱為「美里庄」。後來連際盛墾號因遭泰雅族人襲擊，而於嘉慶年間放棄該地的墾拓工作，並由衛阿貴承接。衛阿貴承接當地的墾拓工作後，於嘉慶年間成立公館作為課租收穀之地，並將此地改稱為「新興庄」。嘉慶二十五年（1820）衛阿貴的五個兒子合組「衛壽宗」公號，接替衛阿貴的墾戶地位，並於道光三年（1823）將「新興庄」改為「鹹菜甕」，後人雅其名為「咸彩鳳」或「鹹菜硼」，最後轉為使用「咸菜硼」之名。關西太和宮，又稱為三界廟，主祀三官大帝，約於清嘉慶十七年(1812)，由當時的墾主衛阿貴所創建，原址位於復興庄。清同治年間由黃台三、黃台貴等人發起修建，位置遷移至今關西分駐所一帶，日治初期被佔為竹北二堡辦務署，後遭日人焚毀。明治三十三年（1900）羅碧玉、陳春隆等人發起新建完竣，並擇遷至現址前方，而改稱太和宮。昭和四年（1929），羅碧玉、黃德洋等人再發起遷建至今址，於昭和六年正式完工。民國五十八年廟宇進行修繕，而成為今日所見之廟貌。,886-3-5872216,新竹縣關西鎮大同路30號,於新竹車站搭關西方向之新竹客運至關西站下車步行約三分鐘即可到達。本廟位於舊市區，停車不易，請儘量搭乘其他交通工具,未提供,{},"{'PositionLon': 121.177001953125, 'PositionLat': 24.7908992767334, 'GeoHash': 'wsqjj3n3k'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000223,代勸堂,代勸堂位於芎林鄉新鳳村燥坑19號，又名為聖帝廟。其興建於西元1892年，至今已有百餘年的歷史。代勸堂乃昔時地方仕紳楊福來、鍾逢源等，感於飛鳳山上，氣勢磅礡，環境幽美，特別是山腰處，宛如福地洞天之仙境，故倡議建廟。代勸堂主祀關聖帝君、孚佑帝君與司命真君等神。因以其代天勸化，降福濟世，故而名之為「代勸堂」。,886-3-5921729,新竹縣芎林鄉十鄰燥坑19號,北二高竹林交流道下→接120號線道往橫山、竹東方向→注意左方有飛鳳山之指標→循飛鳳山指標左轉上山→代勸堂,未提供,{},"{'PositionLon': 121.10800170898438, 'PositionLat': 24.764400482177734, 'GeoHash': 'wsqhguhph'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000224,文林閣,文林閣主祀三恩主及文昌帝君，是座歷史相當悠久的廟宇，也因此信徒眾多，香火鼎盛，不僅是芎林地區遠近馳名的廟宇之一，也是早期重要的學堂。文林閣於清朝同治年間，由舉人鄧兆熊所創設，當時為地方作育英才的學堂。至光緒年間，改創設「文林社」，成為頭前溪流域文士以文會友的場所，之後才將學堂改為神廟，名曰「文林閣」，亦稱文祠。至民國二十一年（西元1932年）改建，將原本土牆廟宇改為紅磚琉璃瓦的建築。現今之廟貌乃民國八十年（西元1991年）左右所重建而成的。每年九月二十八日為孔子誕辰，是芎林文林閣最隆重的祭祀之日，廟方會舉行盛大的活動慶祝，各地前來參拜善男信女絡繹不絕，香火鼎盛。,886-3-5924871,新竹縣芎林鄉文山路238號,北二高竹林交流道下→120縣道→循指標可抵。,未提供,{},"{'PositionLon': 121.08300018310547, 'PositionLat': 24.773099899291992, 'GeoHash': 'wsqhgmccy'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000225,新豐宮,豐宮座落於新竹縣寶山鄉新城村，主祀「三山國王」，也是寶山鄉鄉民非常重要的信仰。廟之後方及前空地闢為花園，配合戲台，亭閣行程一美麗園景，此不啻我庄民信仰之聖地，亦可稱為寶山鄉之社區公園。,886-3-5762056,新竹縣寶山鄉新湖路五段326號,中山高新竹交流道下→接光復路往竹東方向→右轉介壽路進入竹科→右轉園區1路→左轉園區5路→左轉雙園路進入寶山鄉→接寶新路續行即可抵達。,未提供,{},"{'PositionLon': 120.96499633789062, 'PositionLat': 24.731599807739258, 'GeoHash': 'wsqh8wk00'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000226,種福禪寺,位於山湖村新湖路，主祀「觀世音菩薩」，建於清朝同治六年﹙西元一八六七年)，又稱「觀音堂」，環境清涵臨近於寶山水庫山明水秀之地，是山湖村民信仰中心。,886-3-5761172,新竹縣寶山鄉山湖路8號,國道三號下寶山交流道下，右彎接大雅路，直行右轉接園區三路、五路，右轉接寶山路，續行接水仙路，循指標往寶山水庫前進，轉竹40新湖路，約3分鐘可以抵達,未提供,{},"{'PositionLon': 121.03299713134766, 'PositionLat': 24.73819923400879, 'GeoHash': 'wsqhdpmw3'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000227,元聖宮,位於寶山村新湖路，建於西元1925年(日治大正14年)，祀奉「三官大帝」，為寶山村、芎蕉窩、泥船、寶岡、枋仔坑等鄉民信仰中心。,886-3-5761443,新竹縣寶山鄉新湖路一段270號,1.二高寶山交流道→往寶山村方向約300公尺→左轉大坪路直行→過寶興橋右轉→寶山路二段→經過寶山國小→楓橋派出所(寶山社區)2.二高科學園區交流道接寶山路直行→經愛迪生社區→寶山路二段→經過寶山國小→楓橋派出(寶山社區),未提供,{},"{'PositionLon': 121.0260009765625, 'PositionLat': 24.732999801635742, 'GeoHash': 'wsqhdn82n'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000228,保生宮,位於大崎村大坪路，祀奉「保生大帝」。「保生大帝」原為福建同安人吳飛冀之神位，為閩南屬性之神祇。建於清朝道光九年﹙西元一八二九年﹚，係由郭、陳、蘇三姓墾戶及官隘隘丁集資獻建。為大崎、雙溪兩村村民之信仰中心。,886-3-5799926,新竹縣寶山鄉大雅一街88號,北二高寶山交流道後往寶山鄉公所方向走，轉三峰路後直走接大坪路左轉可達,未提供,{},"{'PositionLon': 121.01599884033203, 'PositionLat': 24.747499465942383, 'GeoHash': 'wsqhcc1ht'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000229,聖女小德蘭教堂,聖女小德蘭教堂為天主教新竹教區主要朝聖地，又稱新城天主堂。小德蘭是一位西班牙的天主教聖徒，普受後世天主教徒景仰，世界各地都有以德蘭為名的天主教堂。抬頭仰望，教堂外那幅巨大的小德蘭聖像，透露著教堂仁慈救世的情懷!走上教堂二樓的聖殿，窗戶全為彩繪玻璃，午後陽光從窗外射進來，所有玻璃都泛著不同的金亮光彩。漫步在教堂外的小步道，可以看到莊嚴慈祥的聖母像，往前走近，為人類而難的耶穌，釘在十字架上，正矗立於天地之間，沿著小道，石板刻畫著15處的受難記，猶歷歷在目。,886-3-5762139,新竹縣寶山鄉新城村寶新路三段110號,中山高新竹95B交流道下→左轉園區二路→左轉園區3路→左轉雙園一段進入寶山鄉→接寶新路續行即可抵達,平日不開放，參觀須事先預約,{},"{'PositionLon': 120.96099853515625, 'PositionLat': 24.730100631713867, 'GeoHash': 'wsqh8tcp7'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000230,新城新豐宮,創建於道光年間，主祀三山國王，向來是寶山鄉內的新城、寶斗與深井三地的信仰中心。新豐宮最熱鬧的時候，是三山國王的誕辰，分別在農曆2、5、8月的25日，另外在元月14、15日還會舉辦「閹雞大賽」，屆時，居民將自家飼養的雞帶到這裡參加比賽，比較誰家養的雞最肥大，也是地方一大盛事。早年缺乏醫療、地方又瘟疫橫行。每年農曆正月14-15日二天、以新豐宮為主舉行神明遶境祈福活動，期望新年能平安度過，而辦理打中午活動。現今打中午取其「時空空、好年冬」之意，中午遶境隊伍在村落歇息時，村民自發性提供美食供其食用。藉由打中午活動凝聚向心力，發揚客家人昊課、分享、惜福、奉獻的精神，為客家文化傳承的重要活動,886-3-5762056,新竹縣寶山鄉新湖路五段326號,從國道3號的 103-茄苳 號出口下交流道，走新林路前往寶山鄉的新湖路五段/竹40鄉道。,未提供,{},"{'PositionLon': 120.9729995727539, 'PositionLat': 24.725900650024414, 'GeoHash': 'wsqh8v1yg'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000231,惠昌宮,惠昌宮正殿主祀三山國王，三官大帝，是個道教、佛教並容的綜合性廟宇，因位居市鎮中心區，香火鼎盛，成為竹東鎮聞名遐邇，深具悠久輝煌歷史的廟堂。惠昌宮同時也是竹東一帶做戲最久的廟，如金光布袋戲就曾在此上演，成為居民兒時的美好回憶。,886-3-5103322,新竹縣竹東鎮東寧路三段67號,1.中山高新竹交流道下→接122號線道往竹東方向→竹東→惠昌宮。2.國道3號北二高竹林交流道下→接120號道路往竹東方向→竹林大橋→朝陽路→左轉東寧路→惠昌宮。,未提供,{},"{'PositionLon': 121.08699798583984, 'PositionLat': 24.73859977722168, 'GeoHash': 'wsqhersbg'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000232,玉泉山普照宮,普照宮主祀神關聖帝君，關聖帝君是我國歷史上記載的真實人物，亦即三國時代的猛將關羽，由於他高尚的五常品格－－仁、義、禮、智、信，和忠義之氣，被士民敬為神。,886-3-5962478,新竹縣竹東鎮環山路一段5號,從國道3號的 90-竹林 號出口下交流道，繼續走120縣道。走123縣道前往竹東鎮的公園路/竹45鄉道,未提供,{},"{'PositionLon': 121.08399963378906, 'PositionLat': 24.73430061340332, 'GeoHash': 'wsqheqdxt'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000233,清泉天主堂,靜謐的風，呼應著聖堂的莊嚴，穿過吊橋，緩緩步上石階，清泉天主堂矗立山腰，居高臨下，猶如懷抱著五峰大地。 這座獨特的教堂是村落的藝術、精神及文化的中心。1976年，年輕的丁松青神父來到了清泉，丁神父用愛與美構築了天主堂。教堂內色彩瑰麗的彩繪鑲嵌玻璃，與隨處可見的壁畫及木雕，甚至教堂外籃球場邊坡的大型馬賽克牆，這些創作都是出自於神父之手，把聖經故事與原住民傳說巧妙地融合。丁神父將他多彩的青春歲月注入清泉，為這個原本清冷的地區增添了藝術的熱度與生命的撼動。,886-3-5856026,新竹縣五峰鄉桃山村10鄰184號,於90-竹林出口下交流道，前往竹東鎮的中豐公路/中豐路一段/內山公路/台3線，走南清公路/122縣道前往五峰鄉的大鹿林道本線,未提供,{},"{'PositionLon': 121.10399627685547, 'PositionLat': 24.575599670410156, 'GeoHash': 'wsq5gcc5p'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000234,廣濟宮,穿過蜿蜒小巷，眼前突然豁然開朗，廣濟宮，座落於老街的端點上，是村內居民的信仰中心，早期因該村地處偏遠長年遭受生蕃猛獸侵害，村民乃奉迎褒忠義民爺，設廟祈求平安，目前宮內增加了開漳聖王、天上聖母以及三官大帝，滿足了人民的信仰。,886-3-5849301,新竹縣橫山鄉內灣村大同路1號,從國道3號的 79-關西 號出口下交流道，沿118縣道、中豐公路/內山公路/台3線和中山街一段/120縣道前往目的地橫山鄉。,未提供,{},"{'PositionLon': 121.18000030517578, 'PositionLat': 24.70599937438965, 'GeoHash': 'wsqht98df'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000235,丹桂宮,"是一座擁有百年以上歷史的古剎，為當地居民重要的信仰中心。崇祀主神為三宮大帝、五谷神農大帝、開化梓潼文昌帝君，其寺建築金碧輝煌,與青山白雲掩映,分外綺麗",886-3-5800984,新竹縣峨眉鄉峨眉街2號,中山高頭份交流道下＞接台124號道路(往峨眉方向行駛)＞珊珠湖接台三線道路＞峨眉鄉＞丹桂宮,未提供,{},"{'PositionLon': 121.02100372314453, 'PositionLat': 24.688899993896484, 'GeoHash': 'wsqh3ykz3'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000236,隆聖宮,隆聖宮主祀關聖帝君，已有百年以上的歷史，是當地人的信仰中心，在日本昭和十年時發生大地震，隆聖宮有部份牆壁受損，因此在1947年修繕，此後陸陸續續的加以整修過，因此已非當時舊建築，雖舊建築並無完整保存，但整修時所拆下的古物建構並無丟棄，而是放在廟前的廣場以及富興老茶廠，對古文物有興趣的話可以觀賞當時的工藝技術。,886-3-5806902,新竹縣峨眉鄉忠義街16號,竹南火車站西站（前站）出口對面銀行旁竹南站站牌，搭乘苗栗客運5810［竹南－富興（經大埔壩）］，到終點站富興下車，往前走大同街，即可抵達富興老街,未提供,{},"{'PositionLon': 120.97899627685547, 'PositionLat': 24.696699142456055, 'GeoHash': 'wsqh2zyhw'}",廟宇類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
